lineId	lineText	lineOptions	charId1	charId2	scoreEnd	SFX	BGM	Dialogue	BG	GOTO	VFX	
Tue070	Argh! My head!		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerAngryOpenedMouth:true		0				Black_Screen	Tue071	null	
Tue071	(<i>Wait a moment.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerThinkingClosedMouth:true		0				Black_Screen	Tue072	null	
Tue072	It can’t be.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerThinkingOpenedMouth:true		0				Black_Screen	Tue073	null	
Tue073	(<i>I place my hand upon my forehead.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerThinkingClosedMouth:true		0				Black_Screen	Tue074	null	
Tue074	(<i>I’ve treated more than enough patients to know what this is.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerThinkingClosedMouth:true		0				Black_Screen	Tue075	null	
Tue075	That’s not possible… I… have a fever?		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryOpenedMouth:true		0				Black_Screen	Tue076	null	
Tue076	(<i>Is it the Blue Plague? No, that’s impossible. I wore a mask the entire time and was sure to clean up properly.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryClosedMouth:true		0				Black_Screen	Tue077	null	
Tue077			Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryClosedMouth:true		0				Black_Screen	Tue078	FLASHES RED	
Tue078	Argh!		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryClosedMouth:true		0				Black_Screen	Tue079	null	
Tue079	Stay calm and think, there’s still a chance this is just a regular fever.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerCalmOpenedMouth:true		0				Black_Screen	Tue080	null	
Tue080	(<i>But my head is pulsing like crazy! Have I ever experienced a fever this severe?</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryClosedMouth:true		0				Black_Screen	Tue081	null	
Tue081	(<i>There’s no way it’s the Blue Plague. I’m certain that with enough rest, I’ll be fine.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerThinkingClosedMouth:true		0				Black_Screen	Tue082	null	
Tue082	Yeah… I’ll be fine.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerWorriedClosedMouth:true		0				Black_Screen	Wed001	changeLoc	
Wed001	(<i>This damn fever, how could it have gotten worse so quickly?</i>)		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerAngryClosedMouth:true		0		BGM_1		Celia_House	Wed002	null	
Wed002	(<i>Every muscle aches… and my throat feels like I swallowed splinters.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerAngryClosedMouth:true		0				Celia_House	Wed003	null	
Wed003	(<i>But it’s fine… just one more day. I’ve got work to do.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerCalmClosedMouth:true		0				Celia_House	Wed004	null	
Wed004	(<i>Just… don’t collapse. Not today.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerCalmClosedMouth:true		0				Celia_House	Wed005	changeLoc	
Wed005	…You look like you’re about to rob the place.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerSmileOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskSmile:false	0	Rustle			Tent	Wed006	null	
Wed006	Haha! You like it?		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerSmileClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:true	0				Tent	Wed007	null	
Wed007	I didn’t say that.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:false	0				Tent	Wed008	null	
Wed008	With the number of people flooding into Margra, I decided to finally start protecting myself. Can’t risk anything.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0				Tent	Wed009	null	
Wed009	(<i>Smart… she’s always been cautious. Still… Celia looks so different in a mask.</i>)		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerSmileClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:false	0				Tent	Wed010	null	
Wed010	Honestly, it’s getting scary. Just yesterday, I heard the East Gate had to shut down early. Refugees are swarming in from the river towns.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0				Tent	Wed011	null	
Wed011	Everyone’s scared, and I think we both know things might get worse.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0	Rustle			Tent	Wed012	null	
Wed012	That’s why we keep doing what we do.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:false	0				Tent	Wed013	null	
Wed013	And that’s exactly why you should be in bed, not dragging yourself around half-conscious.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskDisapproving:true	0				Tent	Wed014	null	
Wed014	(<i>I should’ve seen that one coming.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerCalmOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskDisapproving:false	0	Door			Tent	Wed015	null	
Wed015	Don’t think I can’t tell. Your eyes are glassy, and your voice sounds like you swallowed smoke. You’re even worse than before!		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerCalmClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskDisapproving:true	0				Tent	Wed016	null	
Wed016	I’m fine.		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerCalmOpenedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskDisapproving:false	0				Tent	Wed017	null	
Wed017	You’re lying.		Eliza_HealthyBodyHandUpThinking_HealthyHeadNOFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskDisapproving:true	0	Cough			Tent	Wed018	null	
Wed018	I’m still functioning. There’s a difference.		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerCalmOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskDisapproving:false	0				Tent	Wed019	null	
Wed019	*Celia crosses her arms but drops the subject. Her frustration subsides, replaced by her usual demeanor.*		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskDisapproving:false	0	Cough			Tent	Wed020	null	
Wed020	…Alright, I’ll drop it. Just…don’t push yourself too far, okay Liz?		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerCalmClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0				Tent	Wed021	null	
Wed021	Take this.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerCalmClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskSmile:true	0				Tent	Wed022	null	
Wed022	Isn’t this…?		Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerThinkingOpenedMouth:true	Celia_SicklyBodyHandUp_SicklyFaceMaskSmile:false	0				Tent	Wed023	null	
Wed023	That’s right! It’s a Celia flower, just like the one you liked when we were younger.	It's beautiful, thank you.:Wed024;I’ll keep it safe.:Wed025	Eliza_HealthyBodyHandUpPalm_HealthyHeadNOFlowerThinkingClosedMouth:false	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:true	0				Tent	-1	null	
Wed024	It's beautiful, thank you.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:false	0				Tent	Wed026	null	
Wed025	I’ll keep it safe.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskHappy:false	0				Tent	Wed026	null	
Wed026	Here, allow me.		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskSmile:true	0				Tent	Wed027	null	
Wed027	*She places the flower on my hat.*		Eliza_HealthyBodyHandDown_HealthyHeadNOFlowerSmileClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskSmile:false	0				Tent	Wed028	null	
Wed028	There! It’s perfect.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerSmileClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:true	0				Tent	Wed029	null	
Wed029	Now, I have a store to tend to. Have a great day, Liz!		Eliza_HealthyBodyHandDown_HealthyHeadFlowerSmileClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Tent	Wed030	null	
Wed030	And there she goes.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerSmileOpenedMouth:true		0	Cough			Tent	Wed031	null	
Wed031	(<i>And here comes the next one.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerCalmClosedMouth:true		0				Tent	Wed032	null	
Wed032	Good day, sir. What seems to be the matter?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerSmileOpenedMouth:true		0				Tent	Wed033	null	
Wed033	*Cough, cough.* Good day? Doesn’t feel very good to me. *Cough!* Been hacking up my lungs since last night.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerSmileClosedMouth:false	Male Patient_HandDown_Neutral:true	0	Cough			Tent	Wed034	null	
Wed034	(<i>Even his voice is straining… I need to be careful.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0	Cough			Tent	Wed035	null	
Wed035	*Cough, cough.* Chest is tight… Everything aches. Can barely breathe in the cold.		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Wed036	null	
Wed036	(<i>That cough is deep. Wet. But his eyes are clear. No signs of the Blue Plague, yet.</i>)	Understood. I’ll need to check your temperature and listen to your breathing. This might just be a bad chest infection.:Wed037;How long have you had the cough? Are the people around you coughing a lot too?:Wed038	Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	-1	null	
Wed037	Understood. I’ll need to check your temperature and listen to your breathing. This might just be a bad chest infection.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerNeutralOpenedMouth:true	Male Patient_HandDown_Neutral:false	1				Tent	Wed039	null	
Wed038	How long have you had the cough? Are the people around you coughing a lot too?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerNeutralOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Wed040	null	
Wed039	You sure it ain’t the Plague? My neighbour caught it. Now he’s stuck in bed, can’t even move his legs!		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Wed041	null	
Wed040	I’ve had it since the start of the year, it’s hard to go out into the field and harvest my crops nowadays so I rely on my boys. Luckily none of them are sick.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Wed042	null	
Wed041	If you had the Plague, you wouldn’t have made it this far. You’d be curled up on the floor by now.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerCalmOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Wed043	null	
Wed042	Okay, if it’s just a common cough then it wouldn’t spread fast, most likely you’ll be alright.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerNeutralOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Wed043	null	
Wed043	…Guess that’s comforting. *Cough!*		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Wed044	null	
Wed044	Just hold still. I’ll prepare something to ease the coughing.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerCalmOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Wed045	null	
Wed045	*Eliza administers treatment, offers water*		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerCalmClosedMouth:false	Male Patient_HandDown_Neutral:false	0				Tent	Wed046	null	
Wed046	*Cough* T-Thanks, doc.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Wed047	changeLoc	
Wed047	(<i>…Wait. His coughing. It stopped?</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Black_Screen	Wed048	null	
Wed048	(<i>No cough. Not even one. He’s walking just fine.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Black_Screen	Wed049	null	
Wed049	(<i>Strange… but maybe I’m overthinking it.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Black_Screen	Wed050	changeLoc	
Wed050	(<i>Let’s just get through the day.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerCalmClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Black_Screen	Wed051	null	
Wed051	(<i>The mailman just brought in letters from the academy in Graem. Research is ongoing for a cure to the Blue Plague but doctors there have been overwhelmed with patients.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:true		0				Celia_House	Wed052	null	
Wed052	(<i>They suspect that some plants or herbs may have curative properties but haven’t been able to narrow down which.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true		0				Celia_House	Wed053	null	
Wed053	(<i>This recipe seems promising… perhaps I might be able to synthesise a cure myself.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerSmileClosedMouth:true		0				Celia_House	Wed054	null	
Wed054	(<i>Agh.. My head’s burning again… I don’t know how long I can keep this up.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerAngryClosedMouth:true		0				Celia_House	Wed055	null	
Wed055	*I pick up a flask, and gather some ingredients, but a sharp pain in my temple causes me to drop one of the glass bottles. It shatters across the floor.*		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerAngryClosedMouth:true		0				Celia_House	Wed056	null	
Wed056	(<i>Damn it! I’m a doctor! How could I be the one feeling ill!</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerAngryOpenedMouth:true		0				Celia_House	Wed057	null	
Wed057	(<i>I didn’t go through all this effort just to be beaten by a plague!</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerAngryOpenedMouth:true		0				Celia_House	Wed058	null	
Wed058	(<i>No… I promised her. So I’ll keep standing, even if it kills me.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerCalmOpenedMouth:true		0				Celia_House	Thu001	changeLoc	
Thu001	(<i>My head feels full of steam… but I actually feel a bit better today.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerAngryClosedMouth:true		0		BGM_2		Black_Screen	Thu002	null	
Thu002	(<i>Yesterday’s patient, he walked off without a single cough. Like it was never real.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true		0	Door			Black_Screen	Thu003	null	
Thu003	(<i>A coincidence, maybe. But still… it hasn’t left my mind.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerCalmClosedMouth:true		0				Black_Screen	Thu004	null	
Thu004	(<i>No time to dwell on it. There’s work to do.</i>)		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:true		0				Black_Screen	Thu005	changeLoc	
Thu005	Celia?		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0		BGM_1		Tent	Thu006	null	
Thu006	H-Hey. Morning.		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:true	0				Tent	Thu007	null	
Thu007	…You don’t look well		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Tent	Thu008	null	
Thu008	I’m fine. Just… didn’t get much sleep. The store’s a mess with all the newcomers.		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:true	0				Tent	Thu009	null	
Thu009	You're pale. And your voice… It's strained.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0				Tent	Thu010	null	
Thu010	Eliza… don’t start		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedOpenedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskWorried:true	0				Tent	Thu011	null	
Thu011	I’m not starting anything. You look terrible.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerAngryOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Tent	Thu012	null	
Thu012	And I’m saying I’m fine! I- I’ve just been overworked lately. No need to make a scene.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerAngryClosedMouth:false	Celia_SicklyBodyHandUp_SicklyFaceMaskHappy:true	0				Tent	Thu013	null	
Thu013	(<i>I brushed it off yesterday…but now she truly looks ill.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedClosedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Tent	Thu014	null	
Thu014	Just tell me if it gets worse. Please.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskEyesClosed:false	0				Tent	Thu015	null	
Thu015	You’ll be the first to know. Promise. I just came to check in. I’ll head back soon		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedClosedMouth:false	Celia_SicklyBodyHandDown_SicklyFaceMaskHappy:true	0				Tent	Thu016	null	
Thu016	Be careful out there.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandDown_SicklyFaceMaskNeutral:false	0				Tent	Thu017	null	
Thu017	Always.		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerWorriedOpenedMouth:true	Celia_SicklyBodyHandsTogether_SicklyFaceMaskNeutral:true	0				Tent	Thu018	null	
Thu018	Welcome. What brings you in today?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerWorriedOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu019	null	
Thu019	*Sniff.* My throat’s killing me. Hurts to even swallow.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerWorriedClosedMouth:false	Male Patient_HandDown_Neutral:false	0				Tent	Thu020	null	
Thu020	And I… I just feel off. Not just sick. The whole house feels wrong		Eliza_HealthyBodyHandDown_HealthyHeadFlowerWorriedClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu021	null	
Thu021	What do you mean?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerWorriedOpenedMouth:true	Male Patient_HandDown_Neutral:false	0	Glass_Bottle			Tent	Thu022	null	
Thu022	I don’t know… It’s like the walls are pressing in. Everyone’s dragging their feet. My brother won’t leave his bed. Even our dogs stopped barking		Eliza_HealthyBodyHandDown_HealthyHeadFlowerWorriedClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu023	null	
Thu023	I’ve barely moved in two days. I almost didn’t come.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerWorriedClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu024	null	
Thu024	(<i>Lethargy… a clouded mood, almost contagious. It’s more than physical.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu025	null	
Thu025	But… since I got here, I feel a little different.	Change in your environment can lead to people getting better but nothing beats rest and drinking lots of water.:Thu026;Different how?:Thu027	Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	-1	null	
Thu026	Change in your environment can lead to people getting better but nothing beats rest and drinking lots of water.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerThinkingOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu028	null	
Thu027	Different how?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerThinkingOpenedMouth:true	Male Patient_HandDown_Neutral:false	1				Tent	Thu029	null	
Thu028	If you say so doctor…		Eliza_HealthyBodyHandDown_HealthyHeadFlowerThinkingClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu030	null	
Thu029	Lighter. Warmer? Just walking in made something shift.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerThinkingClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu030	null	
Thu030	Do you feel like your bones and muscles ache when you do your normal activities?		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerThinkingOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu031	null	
Thu031	(<i>Again…</i>)		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu032	null	
Thu032	Yes, I can feel my bones creaking from how heavy they are. I can feel my muscles struggle to lift up my simple plow. I may be old but I’m still hale and strong, it’s just been hard these past couple of weeks		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Thu033	null	
Thu033	And talking to you now, I mean, my throat still stings, but I feel more awake. More alive.		Eliza_HealthyBodyHandDown_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0	Door			Tent	Thu034	null	
Thu034	(<i>He sounds better already.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu035	null	
Thu035	(<i>It’s happening again. Same as yesterday.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu036	null	
Thu036	Let me prepare something to help with the soreness. You’ll want to rest either way		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerNeutralOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu037	null	
Thu037	Thank you. Really. This helps way more than I expected.		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0	Rustle2			Tent	Thu038	null	
Thu038	(<i>No more sneezing. No coughing.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu039	null	
Thu039	(<i>He sounded miserable a minute ago… and now it’s like it was never there.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu040	null	
Thu040	(<i>How many times is this going to happen before I stop calling it a coincidence?</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Thu041	changeLoc	
Thu041	The patter of rain grows steadier, almost rhythmic.				0	Sigh	BGM_2		Celia_House	Thu042	null	
Thu042	(<i>Two patients. Two recoveries that make no sense.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true		0				Celia_House	Thu043	null	
Thu043	(<i>Even my own symptoms have subsided slightly… but Celia’s looking worse by the hour.</i>)		Eliza_HealthyBodyHandUpPalm_HealthyHeadFlowerThinkingClosedMouth:true		0				Celia_House	Thu044	null	
Thu044	(<i>Something’s happening, and I’m starting to wonder if I’m not just treating the sick…</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true		0				Celia_House	Thu045	null	
Thu045	(<i>…but drawing something out of them.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerThinkingClosedMouth:true		0				Celia_House	Thu046	null	
Thu046	(<i>Don’t be ridiculous, Liz. There must be something that we’ve been exposed to that is alleviating our symptoms.</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerAngryClosedMouth:true		0				Celia_House	Thu047	null	
Thu047	(<i>But… what is it…</i>)		Eliza_HealthyBodyHandUpThinking_HealthyHeadFlowerAngryClosedMouth:true		0				Celia_House	Fri001	changeLoc	
Fri001	(<i>There can be no denying it any more, I have the Plague.</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerWorriedClosedMouth:true		0		BGM_1		Tent	Fri002	null	
Fri002	(<i> How did I catch it?... The patients…? Celia…?</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerDefeatedClosedMouth:true		0	Glass_Bottle			Tent	Fri003	null	
Fri003	(<i>Where is Celia?</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerSurprisedOpenedMouth:true		0				Tent	Fri004	null	
Fri004	(<i> She usually comes in at the start of my shift, did I miss her?</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerWorriedClosedMouth:true		0				Tent	Fri005	null	
Fri005	(<i>I don’t like this… She should have been here already.</i>)		Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:true		0				Tent	Fri006	null	
Fri006	Should i stay at the clinic or go to eliza?	Stay at the clinic:Fri007;Go to Eliza:Fri015	Eliza_SicklyBodyHandDown_SickHeadFlowerDefeatedClosedMouth:true		0				Tent	-1	null	
Fri007	Good evening, doctor! How are you today?		Eliza_SicklyBodyHandDown_SickHeadFlowerCalmClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Fri008	null	
Fri008	I am well enough, how are you feeling? Do you feel any different since Monday?		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerNeutralOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Fri009	null	
Fri009	(<i>He’s walking about and complaining...</i)>		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerNeutralClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Fri010	null	
Fri010	I still feel tired, but I am feeling better. I think those herbs helped me recover.		Eliza_SicklyBodyHandDown_SickHeadFlowerNeutralClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Fri011	null	
Fri011	Good. I’m glad that you feel much better. Let me give you more herbs to help you over the weekend, let me know if there are any changes okay?		Eliza_SicklyBodyHandUpPalm_SickHeadFlowerSmileOpenedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Fri012	null	
Fri012	(<i>I don’t think this old man has the Blue Plague…</i>)		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerThinkingClosedMouth:true	Male Patient_HandDown_Neutral:false	0				Tent	Fri013	null	
Fri013	Thank you again, doctor!		Eliza_SicklyBodyHandUpThinking_SickHeadFlowerThinkingClosedMouth:false	Male Patient_HandDown_Neutral:true	0				Tent	Fri014	null	
